Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
12830,13388937,JiangXu,"2025-02-23 03:39:24",0.75119,2,xuuuuuu1109
12831,12848734,"suwa smile","2025-02-23 10:53:13",0.75119,2,suwasmile
12832,13391492,Vrushaali,"2025-02-23 19:12:04",0.75119,1,vrushaali
12833,13391827,"Prakhar Gupta learner","2025-02-23 22:02:17",0.75119,2,prakharguptalearner
12834,13394216,Spring19999,"2025-02-24 11:14:37",0.75119,1,spring19999
12835,13396074,"Max ter Steege","2025-02-24 19:01:09",0.75119,1,maxtersteege
12836,13397090,"Da Chin Huge","2025-02-25 01:40:15",0.75119,1,dachinhuge
12837,13397263,"Sohum Pohane","2025-02-25 02:46:40",0.75119,1,sohumpohane
12838,13398680,AnirudhKokate101,"2025-02-25 08:39:04",0.75119,1,anirudhkokate101
12839,13399939,"MSAIL BEATS","2025-02-25 14:12:56",0.75119,2,msailbeats
12840,13399987,coolcola,"2025-02-25 14:14:27",0.75119,1,coolcola
12841,13402342,"Sandeep Undurthi","2025-02-26 02:15:39",0.75119,1,sandeepundurthi
12842,13405165,"Eren Diler","2025-02-26 13:19:45",0.75119,1,dilereren99
12843,13406203,"Otávio Almeida","2025-02-26 17:46:34",0.75119,4,almeidaotavio
12844,7141108,"Lucas Iuri","2025-02-26 20:06:51",0.75119,1,lucasiuri
12845,13410150,"Александр Пчельников","2025-02-27 12:04:39",0.75119,1,hendersonalex
12846,13410677,"Ali Haider Syed","2025-02-27 14:18:59",0.75119,1,alihaidersyed
12847,12459755,"Khamza Khakim","2025-02-27 23:23:22",0.75119,1,khamzakhakim
12848,13413503,"Sophia Jessica Fabelico","2025-02-28 02:39:17",0.75119,2,sophiafabelico
12849,13413603,"Vasilina Sergeeva","2025-02-28 03:01:51",0.75119,1,vasilinakolesnikova
12850,13415511,"Celina Zuberbühler","2025-02-28 10:19:23",0.75119,1,celinazuberbhler
12851,13417572,"Hazret Hasanov","2025-02-28 17:07:37",0.75119,1,hazrethasanov
12852,13419533,"Dai Chupeng","2025-03-01 04:37:38",0.75119,1,daichupeng
12853,13423415,"yousef Elshahat","2025-03-01 23:10:56",0.75119,1,yousefelshahat2
12854,13423937,"Kaitong FENG","2025-03-02 03:36:23",0.75119,1,anthoniabunnycat
12855,10752973,SN1223,"2025-03-02 05:30:24",0.75119,1,sn1223
12856,13424854,"Ryuto Hisamoto","2025-03-02 07:30:39",0.75119,1,ryutohisamoto
12857,13425780,"Zeu Park","2025-03-02 11:49:59",0.75119,1,zeupark
12858,13426687,"anurag #2","2025-03-02 15:30:47",0.75119,1,anuragra
12859,13428549,f1ttss,"2025-03-03 03:03:38",0.75119,1,f1ttss
12860,5554053,"Ashish Narayan Jha","2025-03-03 13:36:38",0.75119,1,ashishnarayanjha
12861,13431780,"Oleg A. Dvoryaninov","2025-03-03 16:09:20",0.75119,2,olegadvoryaninov
12862,13432298,"Natalja T.","2025-03-03 17:14:27",0.75119,1,nataljatomasevica
12863,13434978,"Yazen Alshaeyr","2025-03-04 03:05:44",0.75119,1,yazenalshaeyr
12864,13436058,PoornimmmyN,"2025-03-04 06:42:46",0.75119,1,poornimmyn
12865,13436413,"Giovanna Quiller","2025-03-05 03:23:25",0.75119,2,giovannaquiller
12866,13443390,ddddzl,"2025-03-05 09:26:53",0.75119,2,ddddzl
12867,13170919,"Bimal CS","2025-03-05 13:28:19",0.75119,4,bimalcs
12868,13446293,JuancdSantana,"2025-03-06 08:39:13",0.75119,3,juancdsantana
12869,13187972,"Atmaja Bagoes","2025-01-06 04:31:46",0.74880,1,atmajabagoes
12870,12385523,"Kehan Zhou","2025-01-06 08:17:02",0.74880,1,ketechy
12871,13177844,"Jisan Gain","2025-01-06 18:28:23",0.74880,5,jisangain
12872,13181556,"Thao Le Vy Nguyen","2025-01-07 04:40:22",0.74880,1,thaolevynguyen
12873,12441183,"Aayush Deol","2025-01-07 14:19:37",0.74880,1,aayushdeol
12874,13194196,MrStonewallin,"2025-01-07 18:11:15",0.74880,1,mrstonewallin
12875,13196665,Shweta_vanita,"2025-01-08 10:46:55",0.74880,1,shwetavanita
12876,13203615,qwerfdsd,"2025-01-10 08:04:28",0.74880,1,qwerfdsd
12877,11621557,久保田啓介,"2025-01-22 06:32:40",0.74880,2,keisukekubota332
12878,13204002,"Noorullah Zamindar","2025-01-10 09:58:14",0.74880,1,cricket123456
12879,13206744,"Aachman Yadav","2025-01-11 08:14:08",0.74880,3,aachmanyadav
12880,13207894,kaggle_userer,"2025-01-11 14:32:59",0.74880,1,kaggleuserer
12881,13212908,肖彦坤xyk,"2025-01-13 07:50:51",0.74880,1,xyk123456
12882,13212955,xzw20060808,"2025-01-13 08:00:34",0.74880,1,xzw20060808
12883,13213758,"Md. Asif Nawaz","2025-01-13 11:56:03",0.74880,1,mdasifnawaz
12884,13220354,"Ho Lam #2","2025-01-15 06:30:04",0.74880,5,holamcl
12885,12523743,KanamoriTakafumi,"2025-01-17 06:37:33",0.74880,1,kanamoritakafumi
12886,13234865,Hasan_Chowdhury23,"2025-01-19 11:18:16",0.74880,1,hasanchowdhury23
12887,13012590,"Mayuresh Bhagat","2025-01-19 13:56:22",0.74880,3,mayureshbbhagat
12888,13235590,"Stellar Omar","2025-01-19 15:24:21",0.74880,1,stellaromar
12889,13235892,"Nicolai Schneider","2025-01-19 17:02:52",0.74880,1,nicolaischneider
12890,13236460,"Ruta Kruckauskaite","2025-01-19 21:40:12",0.74880,1,rutakruckauskaite
12891,13237331,Manogyna,"2025-01-20 05:34:31",0.74880,1,manogyna014
12892,13239958,"aakheel shaik","2025-01-20 18:35:08",0.74880,1,aakheelshaik123
12893,13241505,"satyabrata mohanty","2025-01-21 06:57:01",0.74880,1,satya900
12894,13249103,LEO15926,"2025-01-23 05:26:34",0.74880,1,leo15926
12895,12548349,b310niwa,"2025-01-28 06:04:11",0.74880,3,b310niwa
12896,12598808,しょしょ,"2025-01-28 06:06:22",0.74880,2,x45mf5f676fh
12897,13256711,"Chelsea Grawrock","2025-01-24 21:56:07",0.74880,1,chelseagrawrock
12898,13263663,RiskyGiraffe,"2025-01-27 01:56:14",0.74880,1,riskygiraffe
12899,13268201,"gongon kim","2025-01-28 14:55:12",0.74880,2,gongonkim
12900,13272461,Sophos,"2025-01-29 12:36:18",0.74880,1,sophosherder
12901,13272806,yatatomo,"2025-01-29 14:35:24",0.74880,1,yatatomo
12902,13273204,"Kyle Robinson #2","2025-01-29 16:54:04",0.74880,1,kylearobinson
12903,13275645,Sudarshan2511,"2025-01-30 11:37:53",0.74880,3,sudarshan2511
12904,13276307,sleeper0707,"2025-01-30 14:55:24",0.74880,1,sleeper0707
12905,13278716,Tsukud,"2025-01-31 14:27:11",0.74880,2,tsukud
12906,3992133,"Jiwon #2","2025-02-01 11:00:32",0.74880,1,jiwonjiwonjung
12907,13288063,angadsingh23,"2025-02-02 20:43:36",0.74880,1,angadsingh23
12908,13288205,rohan124499,"2025-02-02 21:43:07",0.74880,1,rohan124499
12909,13288217,rahul567765,"2025-02-02 21:49:35",0.74880,1,rahul567765
12910,13288223,akshay1096,"2025-02-02 21:51:38",0.74880,1,akshay1096
12911,13288232,nikhil7863,"2025-02-02 21:56:21",0.74880,1,nikhil7863
12912,13288548,"Robert Richard Scripts","2025-02-03 01:40:08",0.74880,1,robertrichardscripts
12913,13288641,"Dishita Neve","2025-02-04 23:37:34",0.74880,9,dishitaneve
12914,13291789,sonu45321,"2025-02-03 18:16:53",0.74880,1,sonu45321
12915,7363043,"Bevis D","2025-02-03 22:49:47",0.74880,2,bevisd
12916,13292625,"Andrew park","2025-02-03 23:32:25",0.74880,1,parkak135
12917,13292651,"Emma Chan","2025-02-03 23:41:36",0.74880,1,emmachan3
12918,13295005,"Sebastian Dumitru","2025-02-04 12:39:15",0.74880,1,gbx4evr
12919,13296125,"Jakub Krasuski","2025-02-04 17:13:01",0.74880,1,jakubkrasuski
12920,13296392,dubey560,"2025-02-04 18:49:42",0.74880,1,dubey560
12921,13297361,"Eunyoung Sung #2","2025-02-05 02:29:14",0.74880,4,eysung7
12922,13304603,asm2004,"2025-02-06 14:55:15",0.74880,1,asm2004
12923,13310022,"Andres Azqueta","2025-02-07 17:10:28",0.74880,1,andresazqueta
12924,13317456,"Daniel Branco","2025-02-09 16:49:27",0.74880,1,danielbranco
12925,13318175,"Harit Nilesh Koladia","2025-02-09 22:47:43",0.74880,2,haritnileshkoladia
12926,13318984,"Jed Morie ","2025-02-10 05:05:38",0.74880,1,jedmorie
12927,13324673,ZXRRRRRRRR,"2025-02-11 08:47:10",0.74880,1,zxrrrrrrrr
12928,13326829,Asmchess,"2025-02-11 17:02:40",0.74880,1,asmchess
12929,13320732,CoderendeAziaat,"2025-02-11 21:29:14",0.74880,9,coderendeaziaat
12930,13327829,"Khlood Elsayed","2025-02-11 22:23:13",0.74880,1,khloodelsayed
12931,13327846,"Will Mbionwu","2025-02-12 20:11:46",0.74880,4,willmbionwu
12932,13329770,"Вадим Волков","2025-02-12 09:12:17",0.74880,1,vakovvp
12933,12041951,"Arnau López","2025-02-12 11:51:55",0.74880,1,arnaulpez
12934,13333490,"Irene Tsapara","2025-02-13 03:24:25",0.74880,2,tsaparanu
12935,13333873,"Aryan Jaswal","2025-02-13 05:29:27",0.74880,1,aryanprologic
12936,13320719,"Kyra Bottema","2025-02-13 09:19:52",0.74880,5,kyrabottema
12937,13336586,"Imran Naeem","2025-02-13 16:20:52",0.74880,1,imrannaeem34
12938,13339051,jiyoonpark22,"2025-02-14 02:23:22",0.74880,1,jiyoonpark22
12939,13342312,"Frédéric #2","2025-02-14 13:37:56",0.74880,1,freeederic
12940,13345020,Rampatel328,"2025-02-15 04:52:38",0.74880,1,rampatel328
12941,13345574,"Zaine Ancheta","2025-02-16 08:56:53",0.74880,5,zaine2k
12942,13357170,"PRIYANSHU VERMA","2025-02-17 20:16:17",0.74880,1,vixen06
12943,13357895,"Georgiy Kiselev","2025-02-18 01:15:05",0.74880,2,georgiykiselev
12944,12857806,"Vincent Adam153","2025-02-18 22:29:53",0.74880,1,vincentadam153
12945,13363483,"Max E. Browning","2025-02-19 04:08:07",0.74880,1,maxebrowning
12946,13379108,"Rong Zhao #2","2025-02-21 02:53:12",0.74880,1,zr1016
12947,13391916,"Daniele Ragon","2025-02-23 22:43:34",0.74880,1,danieleragon
12948,13392234,"Rob Silva- 21","2025-02-24 01:42:33",0.74880,1,robsilva21
12949,12874898,"Abdul Rehman Wahab","2025-02-24 05:31:57",0.74880,1,abdulrehmanwahab
12950,13397417,Daada,"2025-02-25 03:38:04",0.74880,1,daaadaaadaaa
12951,13398065,jaehyeong2233,"2025-02-25 07:29:32",0.74880,5,jaehyeong2233
12952,11604660,vvvuuuooo,"2025-02-26 05:43:00",0.74880,1,vvvuuuooo
12953,13406305,"Mahamud Ahmed","2025-02-26 17:53:38",0.74880,1,mahamudahmed
12954,13411081,xuxuspurs,"2025-02-27 15:51:13",0.74880,1,xuxuspurs
12955,13415763,"Azariush Hussain","2025-02-28 11:22:45",0.74880,1,azariushhussain
12956,13416555,"Nurislam Magau","2025-02-28 16:21:21",0.74880,2,saveasperfect
12957,13418353,"Anusree Mazumder","2025-02-28 20:50:57",0.74880,2,anusreemazumder
12958,13418824,"Abrar Amur","2025-03-01 00:30:28",0.74880,8,abraramur
12959,13422438,"Wong Hiu Nam","2025-03-05 09:18:56",0.74880,3,wonghiunam
12960,13429381,"Shuvo Kumar Basak-4004.o","2025-03-03 07:07:21",0.74880,1,shuvokumarbasak2030
12961,13429433,"kriisan farmer","2025-03-03 07:19:09",0.74880,1,kriisanfarmer
12962,13432615,HaseebDharwarwala,"2025-03-03 18:37:32",0.74880,1,haseebdharwarwala
12963,12074972,ElGeniusEL,"2025-03-04 08:12:17",0.74880,6,elgeniusel
12964,13435891,"Alyssa Costa","2025-03-04 18:51:06",0.74880,3,monalyssa
12965,13440942,"Jacob Doh","2025-03-05 00:05:49",0.74880,4,jacobdoh
12966,13441086,khj230514@gmail.com,"2025-03-05 02:20:36",0.74880,4,khj230514gmailcom
12967,13442454,AgentIsAlluNeed,"2025-03-05 06:16:11",0.74880,1,agentisalluneed
12968,13446292,"Avinash Kumar Kashyap","2025-03-05 20:33:04",0.74880,1,avinashkumarkashyap
12969,13446743,AlexG08,"2025-03-05 23:06:25",0.74880,1,alexg08
12970,12814960,"葉玟晏YEH,WEN-YEN","2025-01-05 08:39:59",0.74641,2,yehwenyen
12971,13190781,杨饶江源,"2025-01-07 05:50:04",0.74641,2,ianyrjy
12972,10875720,AntonioBiasotti,"2025-01-08 16:45:56",0.74641,1,antoniobiasotti
12973,12604740,"Samith Chimminiyan","2025-01-08 17:56:26",0.74641,1,samithsachidanandan
12974,13200126,KARIM,"2025-01-13 14:29:27",0.74641,4,karimrejabd
12975,13200339,"Sanket Ghadge1","2025-01-09 09:44:55",0.74641,1,sanketghadge1
12976,13201161,"gaga #2","2025-01-09 14:01:07",0.74641,1,keyuping
12977,13167737,"Stef An Who","2025-01-09 14:24:22",0.74641,1,stefanwho
12978,13203386,"Yash Bhatt #2","2025-01-10 06:42:26",0.74641,1,yashbhattml
12979,13048021,"Illia Shuliak","2025-01-12 13:48:09",0.74641,3,wisdan31
12980,13208824,marialuisa8,"2025-01-11 23:04:27",0.74641,10,marialuisa8
12981,13209516,Gurleenk2,"2025-01-18 06:11:36",0.74641,6,gurleenk2
12982,13209521,ishiukaa,"2025-01-12 07:20:59",0.74641,2,ishiukaa
12983,13209689,kanimisopan,"2025-01-12 08:26:42",0.74641,3,kanimisopan
12984,13208276,Ridhima_Sharma61,"2025-01-12 08:49:58",0.74641,2,ridhimasharma61
12985,13210065,"Armaanpreet Kaur","2025-01-12 11:21:27",0.74641,2,armaanpreet123
12986,13210070,Parneetkaur120,"2025-01-12 11:16:56",0.74641,2,parneetkaur120
12987,13210921,"Rajveer Singh #2","2025-01-12 16:23:58",0.74641,1,rajveers222
12988,13211172,qeghethe,"2025-01-12 17:54:19",0.74641,2,qeghethe
12989,13211185,"Aaradhya Sharmaa","2025-01-12 17:52:15",0.74641,1,aaradhyasharmaa
12990,13211245,ABHIROOP_SINGH_15,"2025-01-12 18:16:09",0.74641,1,abhiroopsingh15
12991,13211265,_sehajk03_,"2025-01-12 18:23:49",0.74641,1,sehajk03
12992,13213472,rad1509,"2025-01-16 06:09:03",0.74641,2,rad1509
12993,13219680,Shadow24_33,"2025-01-15 00:48:59",0.74641,3,shadow2433
12994,5927123,"Dhairya Umrania","2025-01-15 02:09:42",0.74641,1,dhairyaumrania
12995,13225157,"Meftahul Jannati Anonna","2025-01-16 09:25:19",0.74641,1,meftahuljannati
12996,13225947,"Luka Utjesinovic","2025-01-17 10:36:05",0.74641,3,lukautjesinovic
12997,13229365,RadhikaAggarwal15,"2025-01-17 14:09:21",0.74641,1,radhikaaggarwal15
12998,5310205,Henry서현경,"2025-02-14 12:40:44",0.74641,8,hkyungseo
12999,13235669,"Navkaran Singh","2025-01-19 16:08:00",0.74641,5,navkaransing
13000,13235750,"BAIBHAV KUNDU","2025-01-19 16:13:00",0.74641,1,baibhavkundu2005
13001,13236101,sarthaksri017,"2025-01-19 18:37:31",0.74641,3,sarthaksri017
13002,13237834,renafu,"2025-01-20 07:55:41",0.74641,1,renafu
13003,13242026,"Victor Terrien","2025-01-21 09:31:02",0.74641,6,victorterrien
13004,13162540,"Thomas Martin #3","2025-01-21 10:18:50",0.74641,1,thomasmartinia
13005,13242521,Ylinedor,"2025-01-21 12:11:35",0.74641,1,ylinedoredu01ci0125
13006,11661991,"Ziad Moataz","2025-01-21 18:42:56",0.74641,1,ziadmoataz
13007,13243920,"Mouhab Douzi ","2025-01-21 18:51:09",0.74641,1,mouhabdouzi
13008,13244362,Plyton,"2025-01-21 22:02:09",0.74641,1,plyton
13009,13246580,induaggarwal09,"2025-01-22 12:25:24",0.74641,1,induaggarwal09
13010,13246613,"[Deleted] a33ae7f7-3526-4504-9362-d623f0f9caaf","2025-01-22 12:38:42",0.74641,1,del=3dd53d6de38c7477
13011,13246671,"Mariam Nathalie Kone","2025-01-22 12:57:08",0.74641,1,marikone01educi0125
13012,13247819,"PAULIUS SLEPIKAS","2025-01-22 18:59:16",0.74641,1,pauliusslepikas
13013,13240493,"Israel Siqueira #2","2025-01-24 02:08:58",0.74641,5,sickcesar
13014,13253897,KIurii,"2025-01-24 05:32:24",0.74641,1,kiurii
13015,13255630,"vedanga bendre","2025-01-24 14:19:25",0.74641,1,vedangabendre
13016,13255899,"[Deleted] 59c32611-faa2-49ab-9c6e-326684e33663","2025-01-24 15:36:11",0.74641,1,del=2537d84da30b42eb
13017,13258691,"Vidushi Anand09","2025-01-25 14:28:41",0.74641,1,vidushianand09
13018,13263268,"YAMASAKI Eri","2025-01-26 21:49:22",0.74641,1,yamasakieri
13019,13263836,"Akankasha Korrayi","2025-01-27 03:26:21",0.74641,1,korrayiakankasha
13020,13264322,"ISHITSUKA Kouhei","2025-01-27 06:36:16",0.74641,1,ishitsukakouhei
13021,13265794,"Sandro Goncalves da Silva","2025-02-21 14:58:31",0.74641,2,sandrogdasiva
13022,13266059,abdullaahaadam,"2025-01-27 16:14:33",0.74641,1,abdullaahaadam
13023,13266111,"Bilal Khan Niazi 91","2025-01-28 04:30:09",0.74641,3,bilalkhanniazi91
13024,12566113,あまたにせな,"2025-01-28 04:28:41",0.74641,1,arunia1029
13025,13269166,siddhant1211,"2025-01-28 14:02:17",0.74641,1,siddhant1211
13026,13269183,ArtificialAIME,"2025-01-28 14:08:43",0.74641,1,artificialaime
13027,13271270,shiraishiryoto,"2025-01-29 05:22:32",0.74641,1,shiraishiryoto
13028,13272733,"Mohamed Amin Traï","2025-01-29 14:10:23",0.74641,1,mohamedamintra
13029,13273546,"Miftahul Khan","2025-01-29 18:48:25",0.74641,1,miftahulkhan
13030,13274239,"Ethan Norton","2025-01-30 00:41:17",0.74641,1,ethannortonnw
13031,13275320,畝村拓真,"2025-01-30 08:18:34",0.74641,1,takumaunemura
13032,13276983,Mitush_Gupta1234,"2025-01-30 19:02:15",0.74641,1,mitushgupta1234
13033,13277256,Fawaz,"2025-01-30 21:04:07",0.74641,1,belugayeet
13034,13277595,kentakato22t1044h,"2025-01-31 01:05:20",0.74641,1,kentakato22t1044h
13035,13279886,wongsaphatBB409677,"2025-01-31 13:51:17",0.74641,1,wongsaphatbb409677
13036,13280013,"Benjamin Capron","2025-01-31 14:28:40",0.74641,1,benjamincapron
13037,13282438,RuoyangX,"2025-02-01 06:36:31",0.74641,1,ruoyangx
13038,13282655,khushijindaal3,"2025-02-01 07:47:21",0.74641,1,khushijindaal3
13039,13283557,Ashutosh89502,"2025-02-01 12:51:36",0.74641,1,ashutosh89502
13040,13284507,"Martino Maher","2025-02-01 18:19:37",0.74641,1,martinomahersaad
13041,13284292,"Raghav Suresh","2025-02-02 04:38:29",0.74641,3,raghavsuresh
13042,13286126,Ashutosh895020,"2025-02-02 08:41:33",0.74641,1,ashutosh895020
13043,13286162,Ashutosh8950208,"2025-02-02 08:52:15",0.74641,1,ashutosh8950208
13044,13286228,Ashutosh895020811,"2025-02-02 09:23:43",0.74641,1,ashutosh895020811
13045,13286245,Ashutosh89502081,"2025-02-02 09:28:15",0.74641,1,ashutosh89502081
13046,13287437,anash_thapar,"2025-02-02 16:30:48",0.74641,1,anashthapar
13047,13287469,yuvraj8950208115,"2025-02-02 16:42:07",0.74641,1,yuvraj8950208115
13048,13287490,"Paras Jain #5","2025-02-02 16:49:31",0.74641,2,paras3836
13049,13287524,"Bhavya Vashisht2","2025-02-02 17:00:57",0.74641,1,bhavyavashisht2
13050,13148449,"Lorenzo Maiuri","2025-02-02 17:09:02",0.74641,1,lorenzomaiuri
13051,13287945,"Bhavya Vashisht","2025-02-02 19:32:23",0.74641,1,bhavyavashisht29
13052,13290180,"Disha Shankar","2025-02-03 10:52:33",0.74641,1,dishashankar
13053,13290425,AshiMittal123,"2025-02-03 12:01:45",0.74641,1,ashimittal123
13054,13293489,"Kartikeya Agnihotri","2025-02-04 06:05:43",0.74641,1,coolkartikeya
13055,13296103,"Pehu Bhatia","2025-02-04 17:06:54",0.74641,1,pehubhatia
13056,13296334,Taunya,"2025-02-04 19:10:32",0.74641,2,taunya
13057,13297226,Shinheekyeong,"2025-02-05 00:57:44",0.74641,1,shinheekyeong
13058,13285548,Seej,"2025-02-05 03:59:36",0.74641,2,cjgooutside
13059,13297817,"Ivan Yakubovich","2025-02-05 04:44:47",0.74641,1,ivanyakubovich
13060,13298472,"Anahit Sandhu","2025-02-05 07:50:46",0.74641,1,anahitsandhu
13061,13300122,Khushi_Vashisht,"2025-02-05 14:38:38",0.74641,1,khushivashisht
13062,13302960,"kankan #2","2025-02-09 03:17:47",0.74641,3,kankanm
13063,13304531,"Meyo YRN","2025-02-06 14:37:00",0.74641,1,meyoyrn
13064,13305089,jotika_1,"2025-02-06 16:34:52",0.74641,1,jotika1
13065,13305689,Miasd123,"2025-02-06 19:07:36",0.74641,1,miasd123
13066,13307200,"Kaushal Raithatha1","2025-02-07 05:37:57",0.74641,1,kaushalraithatha1
13067,13307316,Yuvrajbro8950,"2025-02-07 06:15:10",0.74641,1,yuvrajbro8950
13068,13307394,Ashutosh8950,"2025-02-07 06:37:48",0.74641,1,ashutosh8950
13069,13309777,KHJKHJHKKHKJKKH,"2025-02-07 16:00:43",0.74641,1,khjkhjhkkhkjkkh
13070,13313085,"Akshdeep Singh 497","2025-02-08 10:56:45",0.74641,1,akshdeepsingh497
13071,13313093,Akshdeep497,"2025-02-08 11:01:29",0.74641,1,akshdeep497
13072,13313102,aashish89,"2025-02-08 11:05:14",0.74641,1,aashish89
13073,13322627,Jiacheng2002,"2025-02-10 21:11:05",0.74641,1,jiacheng2002
13074,13323236,"MEGUMI SUGIMOTO","2025-02-11 01:26:23",0.74641,1,megumisugimoto
13075,13323720,勝間田駿作,"2025-02-11 06:54:17",0.74641,2,kshunsaku
13076,13325410,Ravneetttttttt,"2025-02-11 11:49:31",0.74641,1,ravneetttttttt
13077,13326870,Ashutosh(102203230),"2025-02-11 17:13:37",0.74641,1,adversetorque
13078,13329622,"Siddhant Mathur","2025-02-12 08:36:47",0.74641,1,siddhantmathur03
13079,13332042,"Metehan KUL","2025-02-12 18:42:02",0.74641,1,metehankul
13080,13333743,"Kyle Richardson","2025-02-13 04:42:29",0.74641,1,kylerichardson02
13081,13336900,MahathiReddy17,"2025-02-13 17:30:26",0.74641,1,mahathireddy17
13082,13298337,linyuhan127,"2025-02-15 12:37:02",0.74641,5,linyuhan127
13083,13343735,"ibrahim amjad qazi","2025-02-14 19:08:21",0.74641,1,ibrahimamjadqazi
13084,13358321,"player ion","2025-02-18 06:00:50",0.74641,3,playerion54
13085,13363684,nightingales_ruse,"2025-02-19 04:54:29",0.74641,2,nightingalesruse
13086,13364083,"longchi zhou","2025-02-19 06:32:56",0.74641,1,longchizhou
13087,13374000,Deniks,"2025-02-20 07:47:08",0.74641,3,deniks111
13088,13374162,"Evgenie Kormakov","2025-02-20 08:26:09",0.74641,2,evgeniekormakov
13089,13374018,"Евгений Михайлович Чухланцев","2025-02-20 08:54:30",0.74641,3,eudzhenio
13090,13373925,"Ксения Макарова","2025-02-20 09:12:33",0.74641,5,kseniy12
13091,13386434,"keta okayama","2025-02-26 13:55:29",0.74641,4,ketaokayama
13092,13387301,"Olaf Luebben","2025-02-22 16:14:05",0.74641,2,olafluebben
13093,13388053,Flopflop,"2025-02-22 19:55:24",0.74641,1,flopflop
13094,13391010,"Marty Smarty","2025-02-23 16:34:11",0.74641,2,martysmarty
13095,13391125,"Param Pandya","2025-02-23 17:06:02",0.74641,1,pandyaparam
13096,13393812,sysuJerry,"2025-02-24 09:13:29",0.74641,1,sysujerry
13097,13394364,derrick0007,"2025-02-24 12:01:28",0.74641,1,derrick0007
13098,13396644,HaKi77,"2025-02-24 22:31:05",0.74641,1,haki77
13099,13399372,wez481418825,"2025-02-25 11:52:18",0.74641,3,wez481418825
13100,13400545,"Bheki Maenetja","2025-02-25 16:30:11",0.74641,1,bhekimaenetja
13101,13403979,Kingademi,"2025-02-26 08:50:28",0.74641,1,kingademi
13102,13405603,zhenyangzhang,"2025-02-26 14:57:53",0.74641,1,zhangzykaggle
13103,13406672,"Kshitij Chauhan","2025-02-26 19:37:26",0.74641,1,kshitijchauhan42
13104,13403864,roeicohen21,"2025-02-27 10:15:55",0.74641,7,roeicohen21
13105,13376589,"Stephanie Richley","2025-02-27 17:20:40",0.74641,11,stephanierichley
13106,13412662,"Noussaiba Kerrache","2025-02-27 22:18:21",0.74641,1,noussaibakerrache
13107,13418387,"Brooke Fischer","2025-02-28 20:50:22",0.74641,1,brookefischer
13108,13419232,DiDi_0706,"2025-03-01 02:44:21",0.74641,1,didi0706
13109,13427653,"Tushar Bapusaheb Pawar","2025-03-02 20:32:20",0.74641,1,tusharpawarfy23p128
13110,13428518,"Pasteur Simon Hie","2025-03-03 03:50:32",0.74641,1,pasteursimonhie
13111,13427677,"Vitale Morozov","2025-03-03 11:57:35",0.74641,4,vitalemorozov
13112,13431731,"Aiyyarach Teanchot","2025-03-03 15:28:28",0.74641,1,aiyyarachteanchot
13113,13431868,solskjaer,"2025-03-03 15:51:12",0.74641,1,solskjaer
13114,13397456,"Nishat Tasnim27","2025-03-03 16:16:39",0.74641,2,nishattasnim27
13115,13432279,ziyaul786,"2025-03-03 17:08:58",0.74641,1,ziyaul786
13116,13434422,"Kalp Shah","2025-03-04 01:31:15",0.74641,8,novaks02
13117,13435941,"koichi kaneko","2025-03-06 04:42:04",0.74641,2,koichikaneko
13118,13438692,WongTszLok,"2025-03-04 15:43:25",0.74641,1,wongtszlok
13119,13439085,"Emma Altman","2025-03-04 16:39:59",0.74641,1,emmakaltman
13120,13439482,"Hamidreza Beygi","2025-03-05 10:06:30",0.74641,3,benjnb
13121,13445817,"Gift Allan Maseko","2025-03-05 18:13:00",0.74641,1,giftallanmaseko
13122,10895903,"Srujan Putta","2025-01-05 09:11:10",0.74401,1,srujanputta
13123,13186839,"Sagar Gupta #4","2025-01-05 16:41:51",0.74401,1,sagargupta35
13124,564553,VladCorduneanu,"2025-01-06 08:54:09",0.74401,1,burado88
13125,13180114,"Rifki Arif Rahman","2025-01-06 10:02:23",0.74401,1,rifkiarifrahman
13126,13190327,"Muhammad Shehzad","2025-01-06 16:11:05",0.74401,1,muhammadshehzad05
13127,13200051,SamiullahGulzar,"2025-01-09 08:30:52",0.74401,1,samiullahgulzar
13128,13202790,"Shriansh Jain","2025-01-10 02:48:07",0.74401,2,shrianshjain
13129,13203363,"Fawad Arabzada","2025-01-10 06:33:48",0.74401,1,fawadarabzada
13130,13203401,"AHAMED ATHEEQ","2025-01-10 06:47:54",0.74401,1,ahamedatheeq
13131,13167073,JZH2318,"2025-01-12 08:02:49",0.74401,2,jzh2318
13132,13210853,"shaila shahidullah","2025-01-12 16:07:16",0.74401,1,shailashahidullah
13133,13216781,PEN1Q,"2025-01-14 07:06:55",0.74401,1,antdavis
13134,13217009,"Kyy Maulana","2025-01-14 08:07:27",0.74401,1,kyymaulana
13135,13219920,"cmb better","2025-01-15 02:49:24",0.74401,1,epicmouse
13136,13221093,RamonaRad,"2025-02-04 12:21:02",0.74401,2,ramonarad
13137,13228073,Haroldhl24,"2025-01-17 06:38:20",0.74401,1,haroldhl24
13138,13233947,Manandkumar,"2025-01-19 04:49:36",0.74401,1,manandkumar
13139,13238267,AnhQuan2004,"2025-01-20 10:00:20",0.74401,2,anhquan2004
13140,13247024,"Farhan Zibran","2025-01-22 14:48:09",0.74401,1,farhanzibran
13141,13248821,kimhyunmin,"2025-01-23 03:41:17",0.74401,2,volrock
